as_of,target,target_end_date,location,location_name,observation,weekly_rate
1/7/2026,wk inc flu hosp,12/20/2025,US,US,20564,6.046261581
1/7/2026,wk inc flu hosp,12/27/2025,US,US,36539,10.74325773
1/7/2026,wk inc flu hosp,1/3/2026,US,US,39067,11.4865445
1/14/2026,wk inc flu hosp,2/5/2022,US,US,1090,0.320483618
1/14/2026,wk inc flu hosp,2/12/2022,US,US,1158,0.340477092
1/14/2026,wk inc flu hosp,2/19/2022,US,US,1490,0.438092285
1/14/2026,wk inc flu hosp,2/26/2022,US,US,1603,0.471316734
1/14/2026,wk inc flu hosp,3/5/2022,US,US,1791,0.526592807
1/14/2026,wk inc flu hosp,3/12/2022,US,US,2086,0.613329199
1/14/2026,wk inc flu hosp,3/19/2022,US,US,2610,0.767396554
1/14/2026,wk inc flu hosp,3/26/2022,US,US,2912,0.856191097
1/14/2026,wk inc flu hosp,4/2/2022,US,US,3000,0.882065004
1/14/2026,wk inc flu hosp,4/9/2022,US,US,3128,0.919699778
1/14/2026,wk inc flu hosp,4/16/2022,US,US,3292,0.967919331
1/14/2026,wk inc flu hosp,4/23/2022,US,US,3450,1.014374755
1/14/2026,wk inc flu hosp,4/30/2022,US,US,3174,0.933224774
1/14/2026,wk inc flu hosp,5/7/2022,US,US,3162,0.929696514
1/14/2026,wk inc flu hosp,5/14/2022,US,US,3112,0.914995431
1/14/2026,wk inc flu hosp,5/21/2022,US,US,3118,0.916759561
1/14/2026,wk inc flu hosp,5/28/2022,US,US,2729,0.802385132
1/14/2026,wk inc flu hosp,6/4/2022,US,US,2676,0.786801984
1/14/2026,wk inc flu hosp,6/11/2022,US,US,2201,0.647141691
1/14/2026,wk inc flu hosp,6/18/2022,US,US,1775,0.521888461
1/14/2026,wk inc flu hosp,6/25/2022,US,US,1365,0.401339577
1/14/2026,wk inc flu hosp,7/2/2022,US,US,1073,0.31548525
1/14/2026,wk inc flu hosp,7/9/2022,US,US,776,0.228160814
1/14/2026,wk inc flu hosp,7/16/2022,US,US,766,0.225220598
1/14/2026,wk inc flu hosp,7/23/2022,US,US,627,0.184351586
1/14/2026,wk inc flu hosp,7/30/2022,US,US,522,0.153479311
1/14/2026,wk inc flu hosp,8/6/2022,US,US,486,0.142894531
1/14/2026,wk inc flu hosp,8/13/2022,US,US,489,0.143776596
1/14/2026,wk inc flu hosp,8/20/2022,US,US,483,0.142012466
1/14/2026,wk inc flu hosp,8/27/2022,US,US,482,0.141718444
1/14/2026,wk inc flu hosp,9/3/2022,US,US,545,0.160241809
1/14/2026,wk inc flu hosp,9/10/2022,US,US,576,0.169356481
1/14/2026,wk inc flu hosp,9/17/2022,US,US,665,0.195524409
1/14/2026,wk inc flu hosp,9/24/2022,US,US,795,0.233747226
1/14/2026,wk inc flu hosp,10/1/2022,US,US,921,0.270793956
1/14/2026,wk inc flu hosp,10/8/2022,US,US,1306,0.383992298
1/14/2026,wk inc flu hosp,10/15/2022,US,US,1670,0.491016186
1/14/2026,wk inc flu hosp,10/22/2022,US,US,2270,0.667429186
1/14/2026,wk inc flu hosp,10/29/2022,US,US,4177,1.228128507
1/14/2026,wk inc flu hosp,11/5/2022,US,US,6397,1.88085661
1/14/2026,wk inc flu hosp,11/12/2022,US,US,8572,2.520353738
1/14/2026,wk inc flu hosp,11/19/2022,US,US,10931,3.213950853
1/14/2026,wk inc flu hosp,11/26/2022,US,US,18144,5.334729144
1/14/2026,wk inc flu hosp,12/3/2022,US,US,26812,7.883308963
1/14/2026,wk inc flu hosp,12/10/2022,US,US,23999,7.056226011
1/14/2026,wk inc flu hosp,12/17/2022,US,US,21566,6.340871292
1/14/2026,wk inc flu hosp,12/24/2022,US,US,19605,5.764294801
1/14/2026,wk inc flu hosp,12/31/2022,US,US,19454,5.719897529
1/14/2026,wk inc flu hosp,1/7/2023,US,US,14059,4.133650631
1/14/2026,wk inc flu hosp,1/14/2023,US,US,7178,2.110487533
1/14/2026,wk inc flu hosp,1/21/2023,US,US,4487,1.319275224
1/14/2026,wk inc flu hosp,1/28/2023,US,US,3091,0.908820976
1/14/2026,wk inc flu hosp,2/4/2023,US,US,2594,0.762692207
1/14/2026,wk inc flu hosp,2/11/2023,US,US,2175,0.639497128
1/14/2026,wk inc flu hosp,2/18/2023,US,US,1905,0.560111278
1/14/2026,wk inc flu hosp,2/25/2023,US,US,1647,0.484253687
1/14/2026,wk inc flu hosp,3/4/2023,US,US,1500,0.441032502
1/14/2026,wk inc flu hosp,3/11/2023,US,US,1371,0.403103707
1/14/2026,wk inc flu hosp,3/18/2023,US,US,1411,0.414864574
1/14/2026,wk inc flu hosp,3/25/2023,US,US,1329,0.390754797
1/14/2026,wk inc flu hosp,4/1/2023,US,US,1294,0.380464038
1/14/2026,wk inc flu hosp,4/8/2023,US,US,1198,0.352237958
1/14/2026,wk inc flu hosp,4/15/2023,US,US,1077,0.316661336
1/14/2026,wk inc flu hosp,4/22/2023,US,US,980,0.288141235
1/14/2026,wk inc flu hosp,4/29/2023,US,US,903,0.265501566
1/14/2026,wk inc flu hosp,5/6/2023,US,US,992,0.291669495
1/14/2026,wk inc flu hosp,5/13/2023,US,US,978,0.287553191
1/14/2026,wk inc flu hosp,5/20/2023,US,US,1116,0.328128181
1/14/2026,wk inc flu hosp,5/27/2023,US,US,973,0.286083083
1/14/2026,wk inc flu hosp,6/3/2023,US,US,939,0.276086346
1/14/2026,wk inc flu hosp,6/10/2023,US,US,935,0.27491026
1/14/2026,wk inc flu hosp,6/17/2023,US,US,873,0.256680916
1/14/2026,wk inc flu hosp,6/24/2023,US,US,813,0.239039616
1/14/2026,wk inc flu hosp,7/1/2023,US,US,836,0.245802114
1/14/2026,wk inc flu hosp,7/8/2023,US,US,699,0.205521146
1/14/2026,wk inc flu hosp,7/15/2023,US,US,736,0.216399948
1/14/2026,wk inc flu hosp,7/22/2023,US,US,645,0.189643976
1/14/2026,wk inc flu hosp,7/29/2023,US,US,768,0.225808641
1/14/2026,wk inc flu hosp,8/5/2023,US,US,687,0.201992886
1/14/2026,wk inc flu hosp,8/12/2023,US,US,703,0.206697233
1/14/2026,wk inc flu hosp,8/19/2023,US,US,738,0.216987991
1/14/2026,wk inc flu hosp,8/26/2023,US,US,792,0.232865161
1/14/2026,wk inc flu hosp,9/2/2023,US,US,875,0.25726896
1/14/2026,wk inc flu hosp,9/9/2023,US,US,803,0.236099399
1/14/2026,wk inc flu hosp,9/16/2023,US,US,821,0.241391789
1/14/2026,wk inc flu hosp,9/23/2023,US,US,879,0.258445046
1/14/2026,wk inc flu hosp,9/30/2023,US,US,1025,0.30137221
1/14/2026,wk inc flu hosp,10/7/2023,US,US,1108,0.325776008
1/14/2026,wk inc flu hosp,10/14/2023,US,US,1214,0.356942305
1/14/2026,wk inc flu hosp,10/21/2023,US,US,1465,0.430741744
1/14/2026,wk inc flu hosp,10/28/2023,US,US,1613,0.47425695
1/14/2026,wk inc flu hosp,11/4/2023,US,US,2011,0.591277574
1/14/2026,wk inc flu hosp,11/11/2023,US,US,2775,0.815910129
1/14/2026,wk inc flu hosp,11/18/2023,US,US,3491,1.026429643
1/14/2026,wk inc flu hosp,11/25/2023,US,US,4384,1.288990993
1/14/2026,wk inc flu hosp,12/2/2023,US,US,5947,1.74854686
1/14/2026,wk inc flu hosp,12/9/2023,US,US,7487,2.201340228
1/14/2026,wk inc flu hosp,12/16/2023,US,US,10268,3.019014487
1/14/2026,wk inc flu hosp,12/23/2023,US,US,15711,4.619374426
1/14/2026,wk inc flu hosp,12/30/2023,US,US,21670,6.371449546
1/14/2026,wk inc flu hosp,1/6/2024,US,US,19508,5.7357747
1/14/2026,wk inc flu hosp,1/13/2024,US,US,15889,4.671710283
1/14/2026,wk inc flu hosp,1/20/2024,US,US,13291,3.90784199
1/14/2026,wk inc flu hosp,1/27/2024,US,US,12984,3.817577337
1/14/2026,wk inc flu hosp,2/3/2024,US,US,11957,3.515617084
1/14/2026,wk inc flu hosp,2/10/2024,US,US,11626,3.418295912
1/14/2026,wk inc flu hosp,2/17/2024,US,US,11115,3.26805084
1/14/2026,wk inc flu hosp,2/24/2024,US,US,10855,3.191605206
1/14/2026,wk inc flu hosp,3/2/2024,US,US,10803,3.17631608
1/14/2026,wk inc flu hosp,3/9/2024,US,US,9411,2.767037918
1/14/2026,wk inc flu hosp,3/16/2024,US,US,7320,2.15223861
1/14/2026,wk inc flu hosp,3/23/2024,US,US,6046,1.777655005
1/14/2026,wk inc flu hosp,3/30/2024,US,US,5574,1.638876777
1/14/2026,wk inc flu hosp,4/6/2024,US,US,5067,1.489807792
1/14/2026,wk inc flu hosp,4/13/2024,US,US,4072,1.197256232
1/14/2026,wk inc flu hosp,4/20/2024,US,US,2942,0.865011747
1/14/2026,wk inc flu hosp,4/27/2024,US,US,2420,0.711532437
1/14/2026,wk inc flu hosp,5/4/2024,US,US,1485,0.436622177
1/14/2026,wk inc flu hosp,5/11/2024,US,US,852,0.250506461
1/14/2026,wk inc flu hosp,5/18/2024,US,US,681,0.200228756
1/14/2026,wk inc flu hosp,5/25/2024,US,US,610,0.179353217
1/14/2026,wk inc flu hosp,6/1/2024,US,US,590,0.173472784
1/14/2026,wk inc flu hosp,6/8/2024,US,US,511,0.150245072
1/14/2026,wk inc flu hosp,6/15/2024,US,US,517,0.152009202
1/14/2026,wk inc flu hosp,6/22/2024,US,US,441,0.129663556
1/14/2026,wk inc flu hosp,6/29/2024,US,US,356,0.104671714
1/14/2026,wk inc flu hosp,7/6/2024,US,US,341,0.100261389
1/14/2026,wk inc flu hosp,7/13/2024,US,US,367,0.107905952
1/14/2026,wk inc flu hosp,7/20/2024,US,US,324,0.09526302
1/14/2026,wk inc flu hosp,7/27/2024,US,US,273,0.080267915
1/14/2026,wk inc flu hosp,8/3/2024,US,US,275,0.080855959
1/14/2026,wk inc flu hosp,8/10/2024,US,US,275,0.080855959
1/14/2026,wk inc flu hosp,8/17/2024,US,US,273,0.080267915
1/14/2026,wk inc flu hosp,8/24/2024,US,US,274,0.080561937
1/14/2026,wk inc flu hosp,8/31/2024,US,US,259,0.076151612
1/14/2026,wk inc flu hosp,9/7/2024,US,US,223,0.065566832
1/14/2026,wk inc flu hosp,9/14/2024,US,US,319,0.093792912
1/14/2026,wk inc flu hosp,9/21/2024,US,US,293,0.086148349
1/14/2026,wk inc flu hosp,9/28/2024,US,US,223,0.065566832
1/14/2026,wk inc flu hosp,10/5/2024,US,US,286,0.084090197
1/14/2026,wk inc flu hosp,10/12/2024,US,US,295,0.086736392
1/14/2026,wk inc flu hosp,10/19/2024,US,US,556,0.163476047
1/14/2026,wk inc flu hosp,10/26/2024,US,US,1087,0.319601553
1/14/2026,wk inc flu hosp,11/2/2024,US,US,1009,0.296667863
1/14/2026,wk inc flu hosp,11/9/2024,US,US,2161,0.635380825
1/14/2026,wk inc flu hosp,11/16/2024,US,US,2608,0.76680851
1/14/2026,wk inc flu hosp,11/23/2024,US,US,3275,0.962920963
1/14/2026,wk inc flu hosp,11/30/2024,US,US,4435,1.303986098
1/14/2026,wk inc flu hosp,12/7/2024,US,US,6513,1.914963124
1/14/2026,wk inc flu hosp,12/14/2024,US,US,9586,2.81849171
1/14/2026,wk inc flu hosp,12/21/2024,US,US,16109,4.73639505
1/14/2026,wk inc flu hosp,12/28/2024,US,US,28631,8.418134377
1/14/2026,wk inc flu hosp,1/4/2025,US,US,39599,11.64296403
1/14/2026,wk inc flu hosp,1/11/2025,US,US,31790,9.346948826
1/14/2026,wk inc flu hosp,1/18/2025,US,US,33627,9.88706663
1/14/2026,wk inc flu hosp,1/25/2025,US,US,41360,12.16073619
1/14/2026,wk inc flu hosp,2/1/2025,US,US,52467,15.42643486
1/14/2026,wk inc flu hosp,2/8/2025,US,US,55477,16.31144008
1/14/2026,wk inc flu hosp,2/15/2025,US,US,47774,14.04659117
1/14/2026,wk inc flu hosp,2/22/2025,US,US,39274,11.54740699
1/14/2026,wk inc flu hosp,3/1/2025,US,US,31895,9.377821101
1/14/2026,wk inc flu hosp,3/8/2025,US,US,24681,7.256748788
1/14/2026,wk inc flu hosp,3/15/2025,US,US,18850,5.542308442
1/14/2026,wk inc flu hosp,3/22/2025,US,US,14029,4.124829981
1/14/2026,wk inc flu hosp,3/29/2025,US,US,9959,2.928161792
1/14/2026,wk inc flu hosp,4/5/2025,US,US,6972,2.049919069
1/14/2026,wk inc flu hosp,4/12/2025,US,US,5055,1.486279532
1/14/2026,wk inc flu hosp,4/19/2025,US,US,3964,1.165501892
1/14/2026,wk inc flu hosp,4/26/2025,US,US,3306,0.972035634
1/14/2026,wk inc flu hosp,5/3/2025,US,US,2538,0.746226993
1/14/2026,wk inc flu hosp,5/10/2025,US,US,2180,0.640967236
1/14/2026,wk inc flu hosp,5/17/2025,US,US,1897,0.557759104
1/14/2026,wk inc flu hosp,5/24/2025,US,US,1740,0.511597702
1/14/2026,wk inc flu hosp,5/31/2025,US,US,1846,0.542763999
1/14/2026,wk inc flu hosp,6/7/2025,US,US,1525,0.448383044
1/14/2026,wk inc flu hosp,6/14/2025,US,US,1513,0.444854784
1/14/2026,wk inc flu hosp,6/21/2025,US,US,1360,0.399869468
1/14/2026,wk inc flu hosp,6/28/2025,US,US,1155,0.339595027
1/14/2026,wk inc flu hosp,7/5/2025,US,US,999,0.293727646
1/14/2026,wk inc flu hosp,7/12/2025,US,US,969,0.284906996
1/14/2026,wk inc flu hosp,7/19/2025,US,US,860,0.252858634
1/14/2026,wk inc flu hosp,7/26/2025,US,US,887,0.26079722
1/14/2026,wk inc flu hosp,8/2/2025,US,US,797,0.234335269
1/14/2026,wk inc flu hosp,8/9/2025,US,US,759,0.223162446
1/14/2026,wk inc flu hosp,8/16/2025,US,US,773,0.227278749
1/14/2026,wk inc flu hosp,8/23/2025,US,US,792,0.232865161
1/14/2026,wk inc flu hosp,8/30/2025,US,US,900,0.264619501
1/14/2026,wk inc flu hosp,9/6/2025,US,US,960,0.282260801
1/14/2026,wk inc flu hosp,9/13/2025,US,US,1007,0.29607982
1/14/2026,wk inc flu hosp,9/20/2025,US,US,892,0.262267328
1/14/2026,wk inc flu hosp,9/27/2025,US,US,1011,0.297255906
1/14/2026,wk inc flu hosp,10/4/2025,US,US,969,0.284906996
1/14/2026,wk inc flu hosp,10/11/2025,US,US,987,0.290199386
1/14/2026,wk inc flu hosp,10/18/2025,US,US,1100,0.323423835
1/14/2026,wk inc flu hosp,10/25/2025,US,US,1184,0.348121655
1/14/2026,wk inc flu hosp,11/1/2025,US,US,1331,0.39134284
1/14/2026,wk inc flu hosp,11/8/2025,US,US,1759,0.517184114
1/14/2026,wk inc flu hosp,11/15/2025,US,US,2391,0.703005808
1/14/2026,wk inc flu hosp,11/22/2025,US,US,3495,1.02760573
1/14/2026,wk inc flu hosp,11/29/2025,US,US,5087,1.495688225
1/14/2026,wk inc flu hosp,12/6/2025,US,US,7334,2.156354913
1/14/2026,wk inc flu hosp,12/13/2025,US,US,10920,3.210716615
1/14/2026,wk inc flu hosp,12/20/2025,US,US,20616,6.061550708
1/14/2026,wk inc flu hosp,12/27/2025,US,US,36637,10.77207185
1/14/2026,wk inc flu hosp,1/3/2026,US,US,41073,12.07635197
1/14/2026,wk inc flu hosp,1/10/2026,US,US,26903,7.910064934
1/21/2026,wk inc flu hosp,2/5/2022,US,US,1090,0.320483618
1/21/2026,wk inc flu hosp,2/12/2022,US,US,1158,0.340477092
1/21/2026,wk inc flu hosp,2/19/2022,US,US,1490,0.438092285
1/21/2026,wk inc flu hosp,2/26/2022,US,US,1603,0.471316734
1/21/2026,wk inc flu hosp,3/5/2022,US,US,1791,0.526592807
1/21/2026,wk inc flu hosp,3/12/2022,US,US,2086,0.613329199
1/21/2026,wk inc flu hosp,3/19/2022,US,US,2610,0.767396554
1/21/2026,wk inc flu hosp,3/26/2022,US,US,2912,0.856191097
1/21/2026,wk inc flu hosp,4/2/2022,US,US,3000,0.882065004
1/21/2026,wk inc flu hosp,4/9/2022,US,US,3128,0.919699778
1/21/2026,wk inc flu hosp,4/16/2022,US,US,3292,0.967919331
1/21/2026,wk inc flu hosp,4/23/2022,US,US,3450,1.014374755
1/21/2026,wk inc flu hosp,4/30/2022,US,US,3174,0.933224774
1/21/2026,wk inc flu hosp,5/7/2022,US,US,3162,0.929696514
1/21/2026,wk inc flu hosp,5/14/2022,US,US,3112,0.914995431
1/21/2026,wk inc flu hosp,5/21/2022,US,US,3118,0.916759561
1/21/2026,wk inc flu hosp,5/28/2022,US,US,2729,0.802385132
1/21/2026,wk inc flu hosp,6/4/2022,US,US,2676,0.786801984
1/21/2026,wk inc flu hosp,6/11/2022,US,US,2201,0.647141691
1/21/2026,wk inc flu hosp,6/18/2022,US,US,1775,0.521888461
1/21/2026,wk inc flu hosp,6/25/2022,US,US,1365,0.401339577
1/21/2026,wk inc flu hosp,7/2/2022,US,US,1073,0.31548525
1/21/2026,wk inc flu hosp,7/9/2022,US,US,776,0.228160814
1/21/2026,wk inc flu hosp,7/16/2022,US,US,766,0.225220598
1/21/2026,wk inc flu hosp,7/23/2022,US,US,627,0.184351586
1/21/2026,wk inc flu hosp,7/30/2022,US,US,522,0.153479311
1/21/2026,wk inc flu hosp,8/6/2022,US,US,486,0.142894531
1/21/2026,wk inc flu hosp,8/13/2022,US,US,489,0.143776596
1/21/2026,wk inc flu hosp,8/20/2022,US,US,483,0.142012466
1/21/2026,wk inc flu hosp,8/27/2022,US,US,482,0.141718444
1/21/2026,wk inc flu hosp,9/3/2022,US,US,545,0.160241809
1/21/2026,wk inc flu hosp,9/10/2022,US,US,576,0.169356481
1/21/2026,wk inc flu hosp,9/17/2022,US,US,665,0.195524409
1/21/2026,wk inc flu hosp,9/24/2022,US,US,795,0.233747226
1/21/2026,wk inc flu hosp,10/1/2022,US,US,921,0.270793956
1/21/2026,wk inc flu hosp,10/8/2022,US,US,1306,0.383992298
1/21/2026,wk inc flu hosp,10/15/2022,US,US,1670,0.491016186
1/21/2026,wk inc flu hosp,10/22/2022,US,US,2270,0.667429186
1/21/2026,wk inc flu hosp,10/29/2022,US,US,4177,1.228128507
1/21/2026,wk inc flu hosp,11/5/2022,US,US,6397,1.88085661
1/21/2026,wk inc flu hosp,11/12/2022,US,US,8572,2.520353738
1/21/2026,wk inc flu hosp,11/19/2022,US,US,10931,3.213950853
1/21/2026,wk inc flu hosp,11/26/2022,US,US,18144,5.334729144
1/21/2026,wk inc flu hosp,12/3/2022,US,US,26812,7.883308963
1/21/2026,wk inc flu hosp,12/10/2022,US,US,23999,7.056226011
1/21/2026,wk inc flu hosp,12/17/2022,US,US,21566,6.340871292
1/21/2026,wk inc flu hosp,12/24/2022,US,US,19605,5.764294801
1/21/2026,wk inc flu hosp,12/31/2022,US,US,19454,5.719897529
1/21/2026,wk inc flu hosp,1/7/2023,US,US,14059,4.133650631
1/21/2026,wk inc flu hosp,1/14/2023,US,US,7178,2.110487533
1/21/2026,wk inc flu hosp,1/21/2023,US,US,4487,1.319275224
1/21/2026,wk inc flu hosp,1/28/2023,US,US,3091,0.908820976
1/21/2026,wk inc flu hosp,2/4/2023,US,US,2594,0.762692207
1/21/2026,wk inc flu hosp,2/11/2023,US,US,2175,0.639497128
1/21/2026,wk inc flu hosp,2/18/2023,US,US,1905,0.560111278
1/21/2026,wk inc flu hosp,2/25/2023,US,US,1647,0.484253687
1/21/2026,wk inc flu hosp,3/4/2023,US,US,1500,0.441032502
1/21/2026,wk inc flu hosp,3/11/2023,US,US,1371,0.403103707
1/21/2026,wk inc flu hosp,3/18/2023,US,US,1411,0.414864574
1/21/2026,wk inc flu hosp,3/25/2023,US,US,1329,0.390754797
1/21/2026,wk inc flu hosp,4/1/2023,US,US,1294,0.380464038
1/21/2026,wk inc flu hosp,4/8/2023,US,US,1198,0.352237958
1/21/2026,wk inc flu hosp,4/15/2023,US,US,1077,0.316661336
1/21/2026,wk inc flu hosp,4/22/2023,US,US,980,0.288141235
1/21/2026,wk inc flu hosp,4/29/2023,US,US,903,0.265501566
1/21/2026,wk inc flu hosp,5/6/2023,US,US,992,0.291669495
1/21/2026,wk inc flu hosp,5/13/2023,US,US,978,0.287553191
1/21/2026,wk inc flu hosp,5/20/2023,US,US,1116,0.328128181
1/21/2026,wk inc flu hosp,5/27/2023,US,US,973,0.286083083
1/21/2026,wk inc flu hosp,6/3/2023,US,US,939,0.276086346
1/21/2026,wk inc flu hosp,6/10/2023,US,US,935,0.27491026
1/21/2026,wk inc flu hosp,6/17/2023,US,US,873,0.256680916
1/21/2026,wk inc flu hosp,6/24/2023,US,US,813,0.239039616
1/21/2026,wk inc flu hosp,7/1/2023,US,US,836,0.245802114
1/21/2026,wk inc flu hosp,7/8/2023,US,US,699,0.205521146
1/21/2026,wk inc flu hosp,7/15/2023,US,US,736,0.216399948
1/21/2026,wk inc flu hosp,7/22/2023,US,US,645,0.189643976
1/21/2026,wk inc flu hosp,7/29/2023,US,US,768,0.225808641
1/21/2026,wk inc flu hosp,8/5/2023,US,US,687,0.201992886
1/21/2026,wk inc flu hosp,8/12/2023,US,US,703,0.206697233
1/21/2026,wk inc flu hosp,8/19/2023,US,US,738,0.216987991
1/21/2026,wk inc flu hosp,8/26/2023,US,US,792,0.232865161
1/21/2026,wk inc flu hosp,9/2/2023,US,US,875,0.25726896
1/21/2026,wk inc flu hosp,9/9/2023,US,US,803,0.236099399
1/21/2026,wk inc flu hosp,9/16/2023,US,US,821,0.241391789
1/21/2026,wk inc flu hosp,9/23/2023,US,US,879,0.258445046
1/21/2026,wk inc flu hosp,9/30/2023,US,US,1025,0.30137221
1/21/2026,wk inc flu hosp,10/7/2023,US,US,1108,0.325776008
1/21/2026,wk inc flu hosp,10/14/2023,US,US,1214,0.356942305
1/21/2026,wk inc flu hosp,10/21/2023,US,US,1465,0.430741744
1/21/2026,wk inc flu hosp,10/28/2023,US,US,1613,0.47425695
1/21/2026,wk inc flu hosp,11/4/2023,US,US,2011,0.591277574
1/21/2026,wk inc flu hosp,11/11/2023,US,US,2775,0.815910129
1/21/2026,wk inc flu hosp,11/18/2023,US,US,3491,1.026429643
1/21/2026,wk inc flu hosp,11/25/2023,US,US,4384,1.288990993
1/21/2026,wk inc flu hosp,12/2/2023,US,US,5947,1.74854686
1/21/2026,wk inc flu hosp,12/9/2023,US,US,7487,2.201340228
1/21/2026,wk inc flu hosp,12/16/2023,US,US,10268,3.019014487
1/21/2026,wk inc flu hosp,12/23/2023,US,US,15711,4.619374426
1/21/2026,wk inc flu hosp,12/30/2023,US,US,21670,6.371449546
1/21/2026,wk inc flu hosp,1/6/2024,US,US,19508,5.7357747
1/21/2026,wk inc flu hosp,1/13/2024,US,US,15889,4.671710283
1/21/2026,wk inc flu hosp,1/20/2024,US,US,13291,3.90784199
1/21/2026,wk inc flu hosp,1/27/2024,US,US,12984,3.817577337
1/21/2026,wk inc flu hosp,2/3/2024,US,US,11957,3.515617084
1/21/2026,wk inc flu hosp,2/10/2024,US,US,11626,3.418295912
1/21/2026,wk inc flu hosp,2/17/2024,US,US,11115,3.26805084
1/21/2026,wk inc flu hosp,2/24/2024,US,US,10855,3.191605206
1/21/2026,wk inc flu hosp,3/2/2024,US,US,10803,3.17631608
1/21/2026,wk inc flu hosp,3/9/2024,US,US,9411,2.767037918
1/21/2026,wk inc flu hosp,3/16/2024,US,US,7320,2.15223861
1/21/2026,wk inc flu hosp,3/23/2024,US,US,6046,1.777655005
1/21/2026,wk inc flu hosp,3/30/2024,US,US,5574,1.638876777
1/21/2026,wk inc flu hosp,4/6/2024,US,US,5067,1.489807792
1/21/2026,wk inc flu hosp,4/13/2024,US,US,4072,1.197256232
1/21/2026,wk inc flu hosp,4/20/2024,US,US,2942,0.865011747
1/21/2026,wk inc flu hosp,4/27/2024,US,US,2420,0.711532437
1/21/2026,wk inc flu hosp,5/4/2024,US,US,1485,0.436622177
1/21/2026,wk inc flu hosp,5/11/2024,US,US,852,0.250506461
1/21/2026,wk inc flu hosp,5/18/2024,US,US,681,0.200228756
1/21/2026,wk inc flu hosp,5/25/2024,US,US,610,0.179353217
1/21/2026,wk inc flu hosp,6/1/2024,US,US,590,0.173472784
1/21/2026,wk inc flu hosp,6/8/2024,US,US,511,0.150245072
1/21/2026,wk inc flu hosp,6/15/2024,US,US,517,0.152009202
1/21/2026,wk inc flu hosp,6/22/2024,US,US,441,0.129663556
1/21/2026,wk inc flu hosp,6/29/2024,US,US,356,0.104671714
1/21/2026,wk inc flu hosp,7/6/2024,US,US,341,0.100261389
1/21/2026,wk inc flu hosp,7/13/2024,US,US,367,0.107905952
1/21/2026,wk inc flu hosp,7/20/2024,US,US,324,0.09526302
1/21/2026,wk inc flu hosp,7/27/2024,US,US,273,0.080267915
1/21/2026,wk inc flu hosp,8/3/2024,US,US,275,0.080855959
1/21/2026,wk inc flu hosp,8/10/2024,US,US,275,0.080855959
1/21/2026,wk inc flu hosp,8/17/2024,US,US,273,0.080267915
1/21/2026,wk inc flu hosp,8/24/2024,US,US,274,0.080561937
1/21/2026,wk inc flu hosp,8/31/2024,US,US,259,0.076151612
1/21/2026,wk inc flu hosp,9/7/2024,US,US,223,0.065566832
1/21/2026,wk inc flu hosp,9/14/2024,US,US,319,0.093792912
1/21/2026,wk inc flu hosp,9/21/2024,US,US,293,0.086148349
1/21/2026,wk inc flu hosp,9/28/2024,US,US,223,0.065566832
1/21/2026,wk inc flu hosp,10/5/2024,US,US,286,0.084090197
1/21/2026,wk inc flu hosp,10/12/2024,US,US,295,0.086736392
1/21/2026,wk inc flu hosp,10/19/2024,US,US,556,0.163476047
1/21/2026,wk inc flu hosp,10/26/2024,US,US,1087,0.319601553
1/21/2026,wk inc flu hosp,11/2/2024,US,US,1009,0.296667863
1/21/2026,wk inc flu hosp,11/9/2024,US,US,2161,0.635380825
1/21/2026,wk inc flu hosp,11/16/2024,US,US,2608,0.76680851
1/21/2026,wk inc flu hosp,11/23/2024,US,US,3275,0.962920963
1/21/2026,wk inc flu hosp,11/30/2024,US,US,4435,1.303986098
1/21/2026,wk inc flu hosp,12/7/2024,US,US,6513,1.914963124
1/21/2026,wk inc flu hosp,12/14/2024,US,US,9586,2.81849171
1/21/2026,wk inc flu hosp,12/21/2024,US,US,16109,4.73639505
1/21/2026,wk inc flu hosp,12/28/2024,US,US,28631,8.418134377
1/21/2026,wk inc flu hosp,1/4/2025,US,US,39599,11.64296403
1/21/2026,wk inc flu hosp,1/11/2025,US,US,31790,9.346948826
1/21/2026,wk inc flu hosp,1/18/2025,US,US,33627,9.88706663
1/21/2026,wk inc flu hosp,1/25/2025,US,US,41360,12.16073619
1/21/2026,wk inc flu hosp,2/1/2025,US,US,52467,15.42643486
1/21/2026,wk inc flu hosp,2/8/2025,US,US,55480,16.31232214
1/21/2026,wk inc flu hosp,2/15/2025,US,US,47775,14.04688519
1/21/2026,wk inc flu hosp,2/22/2025,US,US,39278,11.54858308
1/21/2026,wk inc flu hosp,3/1/2025,US,US,31895,9.377821101
1/21/2026,wk inc flu hosp,3/8/2025,US,US,24682,7.25704281
1/21/2026,wk inc flu hosp,3/15/2025,US,US,18850,5.542308442
1/21/2026,wk inc flu hosp,3/22/2025,US,US,14029,4.124829981
1/21/2026,wk inc flu hosp,3/29/2025,US,US,9959,2.928161792
1/21/2026,wk inc flu hosp,4/5/2025,US,US,6972,2.049919069
1/21/2026,wk inc flu hosp,4/12/2025,US,US,5055,1.486279532
1/21/2026,wk inc flu hosp,4/19/2025,US,US,3964,1.165501892
1/21/2026,wk inc flu hosp,4/26/2025,US,US,3306,0.972035634
1/21/2026,wk inc flu hosp,5/3/2025,US,US,2538,0.746226993
1/21/2026,wk inc flu hosp,5/10/2025,US,US,2180,0.640967236
1/21/2026,wk inc flu hosp,5/17/2025,US,US,1897,0.557759104
